%
@relation 'MegaSena'
@attribute Concurso real
@attribute DataSorteio real
@attribute 1Dezena real
@attribute 2Dezena real
@attribute 3Dezena real
@attribute 4Dezena real
@attribute 5Dezena real
@attribute 6Dezena real
@attribute ArrecadacaoTotal real
@attribute GanhadoresSena real
@attribute RateioSena real
@attribute GanhadoresQuina real
@attribute RateioQuina real
@attribute GanhadoresQuadra real
@attribute RateioQuadra real
@attribute Acumulado {SIM, NAO}
@attribute ValorAcumulado real
@attribute EstimativaPremio real
@attribute AcumuladoMegadaVirada real
@data
1248,12012011,20,33,58,34,57,60,26909134.00,0,0,86,18318.69,3832,587.31,SIM,7798968.50,11000000.00,1114138.40
1249,15012011,3,40,8,53,51,36,31331494.00,1,11177972.67,103,17808.90,5887,445.12,NAO,0,9000000.00,1596853.29
1250,19012011,59,1,2,40,51,24,24818540.00,0,0,61,23819.88,4394,472.4,SIM,9702756.58,12000000.00,1979225.06
1251,22012011,48,27,34,52,46,5,30378346.00,0,0,261,6814.23,9795,259.39,SIM,12978966.70,17000000.00,2447255.10
1252,26012011,35,2,51,14,49,39,30827508.00,0,0,67,26937.47,4975,518.25,SIM,16303617.54,20000000.00,2922205.24
1253,29012011,2,51,17,44,43,23,32285876.00,0,0,99,19092.84,7284,370.71,SIM,19785548.84,24000000.00,3419624.01
1254,02022011,9,29,18,7,14,39,37458520.00,0,0,142,15443.85,9454,331.38,SIM,34384817.93,40000000.00,3996736.15
1255,05022011,23,5,54,39,38,51,49433152.00,0,0,155,18671.52,11485,359.98,SIM,39716029.61,46000000.00,4758337.83
1256,09022011,26,38,33,35,53,43,53756440.00,0,0,121,26009.88,8843,508.42,SIM,45513494.46,52000000.00,5586547.10
1257,12022011,27,15,30,52,26,2,64072694.00,2,26211767.61,154,24358.21,11765,455.48,NAO,0,2500000.00,6573695.79
1258,16022011,47,26,11,57,59,55,20773872.00,0,0,27,45045.03,2688,646.37,SIM,2240397.48,5000000.00,6893752.58
1259,19022011,39,54,58,46,4,6,26806906.00,0,0,74,21208.42,5240,427.86,SIM,19695537.06,23000000.00,7306758.51
1260,23022011,19,23,31,53,29,41,36464798.00,0,0,70,30497.83,5798,526,SIM,23628152.10,28000000.00,7868560.67
1261,26022011,10,41,14,22,53,42,43097450.00,0,0,78,32348.20,6490,555.39,SIM,28276078.02,33000000.00,8532550.11
1262,02032011,11,39,9,5,8,7,47098396.00,2,16677746.77,440,6266.81,25528,154.3,NAO,0,2000000.00,9258180.92
1263,05032011,41,53,18,4,36,26,23203890.00,0,0,79,17195.98,4180,464.27,SIM,2502467.36,5000000.00,9615676.26
1264,09032011,56,17,37,51,4,36,14366458.00,0,0,29,29003.13,2583,465.17,SIM,15184977.60,18000000.00,9837015.96
1265,12032011,13,50,46,24,60,19,35654892.00,0,0,97,21519.92,7669,388.84,SIM,19030246.79,23000000.00,10386340.14
1266,16032011,39,6,42,10,60,33,38583902.00,0,0,106,21310.49,8019,402.42,SIM,23191400.61,27000000.00,10980790.71
1267,19032011,47,58,4,41,20,30,43579250.00,0,0,56,45560.13,5172,704.71,SIM,27891287.17,33000000.00,11652203.09
1268,23032011,17,53,60,44,16,3,47680918.00,0,0,123,22695.13,8836,451.31,SIM,33033525.87,39000000.00,12386808.63
1269,26032011,51,5,27,4,15,17,53724824.00,2,19413790.51,200,15726.72,15111,297.35,NAO,0,17000000.00,13214530.82
1270,30032011,31,33,24,5,42,9,30161598.00,0,0,144,12262.67,9186,274.61,SIM,18113899.54,21000000.00,13679221.48
1271,02042011,2,52,39,59,48,1,39846552.00,0,0,65,35889.76,6281,530.58,SIM,22411226.22,27000000.00,14293125.31
1272,06042011,28,27,13,35,26,52,42828192.00,0,0,113,22189.35,9626,372.11,SIM,27030113.51,33000000.00,14952966.37
1273,09042011,60,26,19,58,13,40,50241482.00,0,0,118,24927.21,8910,471.6,SIM,32448501.08,38000000.00,15727021.75
1274,13042011,13,59,21,17,40,39,53983258.00,0,0,166,19039.00,11088,407.19,SIM,52984883.98,59000000.00,16558725.54
1275,16042011,58,55,14,2,60,48,73653244.00,0,0,111,38847.41,11630,529.67,SIM,60928157.26,70000000.00,17693478.88
1276,20042011,9,40,5,22,36,11,97178962.00,2,35704303.03,560,10159.62,30367,267.64,NAO,0,2500000.00,19190685.85
1277,23042011,50,59,18,31,60,12,14072746.00,0,0,30,27463.17,1783,660.11,SIM,1517701.88,4000000.00,19407500.42
1278,27042011,4,16,24,56,25,30,26858214.00,0,0,187,8408.70,5455,411.79,SIM,4414276.70,7000000.00,19821296.85
1279,30042011,8,29,36,35,14,40,32711460.00,0,0,98,19541.91,5880,465.28,SIM,24514912.08,28000000.00,20325272.46
1280,04052011,29,6,54,10,20,16,43424628.00,0,0,97,26209.43,8585,423.04,SIM,29198123.13,35000000.00,20994302.63
1281,07052011,36,14,30,38,11,8,53275668.00,1,34943738.22,198,15752.77,12813,347.75,NAO,0,2000000.00,21815104.79
1282,11052011,4,39,56,23,52,55,23599586.00,0,0,37,37341.85,4203,469.61,SIM,2545141.94,5000000.00,22178696.51
1283,14052011,59,8,60,44,40,30,30264746.00,0,0,57,31085.32,4333,584.17,SIM,5809100.65,9000000.00,22644976.34
1284,18052011,26,21,20,36,31,29,30674654.00,0,0,46,39040.47,3353,765.14,SIM,21403382.14,26000000.00,23117571.51
1285,21052011,33,10,15,38,31,28,43657466.00,0,0,127,20125.56,9744,374.72,SIM,26111704.05,32000000.00,23790188.94
1286,25052011,5,52,2,33,51,28,46704214.00,0,0,185,14780.11,12297,317.65,SIM,31148608.26,37000000.00,24509746.70
1287,28052011,33,42,12,31,11,52,54299780.00,0,0,137,23204.42,8177,555.39,SIM,37004670.64,43000000.00,25346327.05
1288,01062011,42,32,56,40,30,17,64550366.00,0,0,69,54770.01,7350,734.52,SIM,43966226.83,52000000.00,26340835.08
1289,04062011,13,8,27,1,3,52,82657220.00,2,26440275.46,436,11099.09,30724,225,NAO,0,23000000.00,27614309.97
1290,08062011,14,50,3,23,2,34,39216014.00,0,0,93,24687.30,7535,435.28,SIM,24014974.07,30000000.00,28218499.29
1291,11062011,18,57,58,40,47,54,48474300.00,0,0,49,57917.35,5416,748.56,SIM,29242776.55,35000000.00,28965328.24
1292,15062011,30,31,23,9,54,11,49790146.00,0,0,128,22773.34,10397,400.52,SIM,34612488.92,40000000.00,29732430.01
1293,18062011,24,50,1,44,13,40,57303466.00,0,0,163,20581.95,11182,428.6,SIM,40792489.49,50000000.00,30615287.25
1294,22062011,6,50,4,48,29,51,64840156.00,0,0,148,25649.30,10401,521.39,SIM,65385078.43,72000000.00,31614260.00
1295,25062011,20,2,43,15,5,57,74795498.00,1,73451540.26,314,13945.66,20014,312.56,NAO,0,2500000.00,32766611.70
1296,29062011,49,43,14,10,53,46,22389830.00,0,0,48,27308.81,3607,519.15,SIM,2414673.52,5000000.00,33111565.08
1297,02072011,2,56,11,5,59,13,29736902.00,0,0,100,17409.61,9538,260.75,SIM,5621705.90,9000000.00,33569712.58
1298,06072011,60,14,53,30,15,55,31765670.00,1,9047534.60,38,48940.41,4046,656.63,NAO,0,2000000.00,34059116.70
1299,09072011,56,32,8,22,43,53,24421448.00,0,0,35,40850.42,3035,672.98,SIM,15046663.45,18000000.00,34435370.58
1300,13072011,46,43,59,54,44,53,36367478.00,2,9484391.42,58,36709.50,3652,832.87,NAO,0,2500000.00,34995673.37
1301,16072011,16,25,3,51,23,56,25508528.00,1,2751015.40,74,20181.19,5155,413.85,NAO,0,2000000.00,35388675.59
1302,20072011,44,15,56,2,10,57,21695498.00,0,0,63,20161.47,5084,356.91,SIM,2339791.97,5000000.00,35722931.60
1303,23072011,19,51,54,8,52,46,27473682.00,0,0,40,40211.48,3573,643.1,SIM,5302743.11,9000000.00,36146210.35
1304,27072011,35,23,15,7,20,14,28646906.00,0,0,79,21229.70,7568,316.58,SIM,17861876.13,21000000.00,36587564.60
1305,30072011,44,11,5,46,36,3,39487318.00,0,0,136,16998.55,9982,330.85,SIM,22120460.55,27000000.00,37195933.81
1306,03082011,45,6,19,34,43,22,42754456.00,0,0,167,14988.50,10694,334.37,SIM,26731395.64,32000000.00,37854638.84
1307,06082011,10,47,54,7,43,32,49555382.00,1,32075789.45,153,18962.37,11019,376.13,NAO,0,2000000.00,38618123.69
1308,09082011,24,33,7,30,47,8,14716496.00,0,0,75,11487.79,4417,278.65,SIM,1587128.31,3800000.00,38844856.31
1309,11082011,7,12,25,26,32,39,22953932.00,0,0,100,13438.49,6163,311.5,SIM,15550756.73,18000000.00,39198500.63
1310,13082011,14,8,53,9,59,32,35441740.00,0,0,107,19392.08,7570,391.57,SIM,19373038.14,24000000.00,39744540.85
1311,17082011,54,7,19,12,45,9,39404808.00,0,0,253,9118.47,13609,242.16,SIM,23622724.12,29000000.00,40351638.87
1312,20082011,28,30,29,22,20,5,45959796.00,0,0,201,13386.76,10377,370.42,SIM,28579345.16,33000000.00,41059727.61
1313,24082011,39,26,49,1,4,43,48565804.00,0,0,140,20309.34,9036,449.52,SIM,33817016.06,39000000.00,41807966.32
1314,27082011,42,44,52,58,60,38,57336632.00,0,0,122,27514.75,7797,615.03,SIM,55369062.27,63000000.00,42691334.54
1315,31082011,27,29,1,50,52,38,79859638.00,1,63981675.84,108,43290.92,9003,741.88,NAO,0,2500000.00,43921707.92
1316,03092011,48,34,25,42,13,8,26185292.00,1,2824002.29,241,6361.12,9757,224.45,NAO,0,2000000.00,44325136.83
1317,08092011,35,29,37,13,6,30,20544576.00,0,0,67,17952.11,5004,343.38,SIM,2215668.61,4700000.00,44641660.93
1318,10092011,34,46,14,28,11,16,25462822.00,0,0,140,10648.09,6962,305.89,SIM,4961754.76,8000000.00,45033958.97
1319,14092011,16,4,18,27,5,51,30169434.00,0,0,103,17148.38,7798,323.57,SIM,20568151.64,25000000.00,45498770.35
1320,17092011,38,17,55,41,24,25,44252956.00,0,0,128,20240.70,8496,435.63,SIM,25340695.29,31000000.00,46180562.32
1321,21092011,51,59,47,10,60,53,53135684.00,1,31071213.53,128,24303.54,11775,377.41,NAO,0,2000000.00,46999207.80
1322,24092011,55,43,21,10,47,53,25427030.00,0,0,54,27567.36,3738,568.92,SIM,2742226.09,5700000.00,47390954.40
1323,28092011,25,37,15,6,48,55,28429866.00,0,0,58,28697.23,5387,441.39,SIM,5808298.70,9000000.00,47828964.79
1324,01102011,29,44,51,31,18,57,34005492.00,0,0,86,23149.62,5421,524.64,SIM,22033754.85,26000000.00,48352877.16
1325,05102011,35,2,20,43,5,16,43670856.00,0,0,195,13111.44,14090,259.22,SIM,26743520.84,32000000.00,49025700.88
1326,08102011,30,19,10,18,50,11,52738340.00,0,0,179,17249.11,13207,333.97,SIM,32431186.77,38000000.00,49838224.59
1327,13102011,41,35,36,16,52,54,58515206.00,0,0,89,38492.13,7175,682.09,SIM,38741869.73,46000000.00,50739750.74
1328,15102011,43,27,59,53,23,10,61651408.00,1,45390782.32,213,16945.58,14179,363.65,NAO,0,2000000.00,51689595.42
1329,19102011,43,50,8,7,39,11,25381758.00,0,0,66,22514.95,5244,404.81,SIM,19139519.77,23000000.00,52080644.52
1330,22102011,48,8,21,18,49,30,44818908.00,0,0,76,34525.57,6768,553.85,SIM,23973099.60,30000000.00,52771155.94
1331,26102011,24,46,39,57,26,9,48606926.00,1,29215205.37,157,18125.57,11461,354.7,NAO,0,2000000.00,53520028.21
1332,29102011,5,13,3,24,35,59,27477446.00,1,2963357.08,150,10724.53,10790,212.98,NAO,0,2000000.00,53943364.94
1333,03112011,25,51,26,42,28,33,23695356.00,0,0,54,25689.91,3893,509.06,SIM,2555470.44,5000000.00,54308432.16
1334,05112011,8,25,27,6,10,1,28431066.00,0,0,392,4246.20,16794,141.59,SIM,17351264.84,21000000.00,54746461.03
1335,09112011,49,3,51,20,22,14,42041302.00,1,21885288.49,94,26184.33,7457,471.52,NAO,0,2500000.00,55394178.71
1336,12112011,51,54,32,1,38,47,28618536.00,1,3086420.09,38,44091.72,3539,676.33,NAO,0,2000000.00,55835095.87
1337,16112011,38,2,45,35,20,51,20058304.00,0,0,30,39144.08,2680,625.97,SIM,2163225.69,5000000.00,56144128.12
1338,19112011,19,33,18,43,60,1,30461948.00,1,5448452.03,102,17484.40,6329,402.54,NAO,0,2300000.00,56613446.19
1339,23112011,59,10,16,14,7,54,23396164.00,0,0,58,23616.19,5087,384.66,SIM,12323951.62,16000000.00,56973903.84
1340,26112011,36,21,13,59,60,30,35779136.00,0,0,71,29502.90,6148,486.73,SIM,16182620.14,20000000.00,57525142.22
1341,30112011,11,40,37,20,1,52,40783200.00,0,0,90,26529.68,6566,519.48,SIM,20580961.40,25000000.00,58153476.70
1342,03122011,5,60,46,42,50,7,47829560.00,0,0,102,27452.98,8092,494.35,SIM,25739230.68,31000000.00,58890372.31
1343,07122011,51,31,42,20,56,19,49985698.00,0,0,58,50455.78,6113,683.89,SIM,31130032.72,37000000.00,59660486.92
1344,10122011,19,42,8,36,21,59,58986186.00,3,12497169.80,236,14632.94,13393,368.35,NAO,0,20000000.00,60569269.32
1345,14122011,50,40,26,7,19,17,35477030.00,0,0,74,28067.82,6043,491,SIM,19645695.09,24000000.00,61115853.23
1346,17122011,59,47,32,48,40,12,44171706.00,1,24409476.19,57,45369.34,5205,709.77,NAO,0,2000000.00,61796393.40
1347,20122011,19,45,54,56,46,9,15591154.00,0,0,38,24020.82,2940,443.53,SIM,1681457.45,4000000.00,62036601.62
1348,22122011,38,45,39,7,12,56,24032082.00,0,0,89,15808.64,5009,401.26,SIM,4273242.73,7000000.00,62406856.67
1349,24122011,9,19,20,50,60,51,26205394.00,1,7099412.95,168,9132.18,7012,312.56,NAO,0,170000000.00,72672429.30
1350,31122011,4,36,29,55,45,3,549326718.00,5,35523497.52,954,33711.30,85582,536.83,NAO,0,2500000.00,0
1351,04012012,13,50,41,36,56,33,20333424.00,0,0,34,35012.63,3264,521.02,SIM,2192896.53,4700000.00,313270.94
1352,07012012,35,59,36,9,18,24,27619428.00,0,0,75,21559.89,6632,348.3,SIM,5171565.92,8000000.00,738795.15
1353,11012012,47,11,3,27,32,13,29111596.00,1,8311160.99,161,10586.03,10308,236.2,NAO,0,2000000.00,1187308.75
1354,14012012,2,42,8,49,48,38,26110882.00,1,2815977.40,71,21530.61,4842,451.01,NAO,0,9500000.00,1589591.26
1355,18012012,39,49,11,24,17,46,28231626.00,0,0,133,12427.32,6490,363.81,SIM,10038894.30,13500000.00,2024547.42
1356,21012012,21,46,6,22,13,31,34891612.00,0,0,90,22697.17,7070,412.75,SIM,13801846.13,18000000.00,2562111.99
1357,25012012,55,52,26,19,1,24,34816916.00,0,0,116,17572.17,6940,419.59,SIM,17556742.21,21500000.00,3098525.73
1358,28012012,16,15,37,3,35,47,41749108.00,0,0,145,16856.70,10440,334.45,SIM,22059253.65,27000000.00,3741741.67
1359,01022012,12,17,28,53,6,10,43427112.00,0,0,254,10009.69,13663,265.83,SIM,39156095.15,45000000.00,4410810.11
1360,04022012,50,25,17,16,54,2,57400014.00,2,22673254.06,112,30004.55,9880,485.9,NAO,0,2500000.00,5295154.83
1361,08022012,37,27,44,30,38,23,23685136.00,0,0,38,36490.98,3381,585.9,SIM,2554368.24,5000000.00,5660064.59
1362,11022012,58,19,12,22,2,36,29840642.00,3,1924196.22,129,13542.90,8825,282.8,NAO,0,2000000.00,6119810.37
1363,15022012,52,25,42,45,35,57,22238800.00,0,0,36,36166.13,2744,677.83,SIM,2398385.40,5000000.00,6462436.87
1364,18022012,20,13,40,10,53,44,27107626.00,0,0,60,26450.47,4436,511.08,SIM,16186627.78,19000000.00,6880075.89
1365,22022012,50,35,32,26,2,24,20781492.00,0,0,52,23397.34,3368,516.05,SIM,18427847.04,22000000.00,7200250.08
1366,25022012,59,44,54,37,27,12,41492838.00,1,22902720.55,124,19590.46,7974,435.2,NAO,0,2000000.00,7839517.74
1367,01032012,38,29,43,13,7,2,17429746.00,0,0,111,9193.08,6443,226.25,SIM,1879743.88,3800000.00,8108052.58
1368,03032012,10,26,29,38,32,21,27762382.00,1,4873830.43,34,47804.75,4447,522.13,NAO,0,2000000.00,8535779.24
1369,07032012,32,24,16,38,5,46,21682238.00,0,0,195,6509.72,7636,237.48,SIM,11093283.98,14500000.00,8869830.97
1370,10032012,2,27,59,49,4,5,36211332.00,2,7499281.75,115,18434.86,9979,303.49,NAO,0,2000000.00,9427728.06
1371,14032012,47,11,8,49,3,4,21159460.00,0,0,101,12265.25,7421,238.47,SIM,2281981.94,5000000.00,9753725.50
1372,17032012,46,60,58,36,40,3,28545872.00,0,0,48,34817.31,4069,586.74,SIM,5360565.43,9000000.00,10193523.16
1373,21032012,52,39,7,27,55,57,29296932.00,1,8520148.41,73,23495.92,6082,402.87,NAO,0,2000000.00,10644892.18
1374,24032012,21,33,28,31,43,6,24212762.00,0,0,32,44298.35,3575,566.45,SIM,12062910.42,15000000.00,11017930.91
1375,28032012,25,28,53,45,14,58,33206740.00,2,7822077.02,121,16066.97,7136,389.19,NAO,0,2000000.00,11529537.16
1376,31032012,53,49,21,11,54,9,24649260.00,0,0,57,25317.58,4091,503.92,SIM,2658346.01,5500000.00,11909300.90
1377,04042012,25,5,13,12,35,2,27285304.00,1,5600981.17,175,9128.17,12352,184.75,NAO,0,2000000.00,12329677.36
1378,07042012,18,17,59,2,54,5,19957006.00,0,0,74,15789.08,5614,297.31,SIM,2152301.02,5000000.00,12637148.96
1379,11042012,45,5,36,12,50,58,26028118.00,0,0,61,24980.79,5455,399.06,SIM,13848344.05,17000000.00,13038156.32
1380,14042012,52,14,3,60,57,55,40011288.00,0,0,100,23424.79,6994,478.46,SIM,18163437.01,23000000.00,13654598.19
1381,18042012,44,30,27,11,40,57,43151892.00,1,22817234.34,109,23177.49,7087,509.25,NAO,0,2000000.00,14319426.39
1382,20042012,17,27,55,13,5,16,16820638.00,0,0,70,14068.17,6131,229.45,SIM,1814053.48,4500000.00,14578576.91
1383,25042012,9,55,23,44,7,46,25465080.00,0,0,106,14064.76,6224,342.19,SIM,4560383.15,7500000.00,14970909.73
1384,28042012,56,18,31,2,30,45,32449994.00,2,4030007.03,56,33924.99,5010,541.71,NAO,0,14000000.00,15470857.02
1385,02052012,42,37,35,27,59,36,25027030.00,1,13402970.05,52,28177.29,4170,501.95,NAO,0,2000000.00,15856440.95
1386,05052012,39,56,28,12,51,38,25071540.00,0,0,27,54363.88,3462,605.68,SIM,2703887.60,6000000.00,16242710.61
1387,09052012,43,27,18,52,50,32,27838600.00,0,0,47,34677.09,3492,666.75,SIM,5706194.01,9000000.00,16671611.54
1388,12052012,54,31,50,43,29,22,35078914.00,0,0,48,42785.64,4047,724.95,SIM,9489345.77,14000000.00,17212061.81
1389,16052012,1,44,39,16,57,28,37083342.00,1,13488668.85,146,14870.28,7397,419.29,NAO,0,13000000.00,17783393.69
1390,19052012,29,27,19,4,28,31,33991512.00,2,6920519.93,149,13356.03,7924,358.77,NAO,0,2000000.00,18307090.69
1391,23052012,19,7,12,34,53,40,21495362.00,0,0,74,17006.16,5293,339.65,SIM,2318207.92,5000000.00,18638263.26
1392,26052012,43,8,2,28,33,12,27785084.00,0,0,116,14023.20,8651,268.62,SIM,5314742.80,10000000.00,19066339.69
1393,30052012,44,28,18,24,4,39,26194122.00,1,8139697.37,86,17831.94,5717,383.2,NAO,0,2000000.00,19469904.65
1394,02062012,11,35,16,46,24,50,24729388.00,0,0,32,45243.54,4092,505.44,SIM,11764027.65,15000000.00,19850902.89
1395,06062012,5,44,11,19,17,48,36700846.00,0,0,245,8770.07,13657,224.75,SIM,15722099.73,20000000.00,20416341.78
1396,09062012,52,48,54,58,55,29,38947900.00,0,0,44,51823.24,4577,711.7,SIM,19922509.60,25000000.00,21016400.35
1397,13062012,15,56,3,27,4,7,48213450.00,0,0,249,11336.06,18115,222.59,SIM,25122180.21,31000000.00,21759210.45
1398,16062012,42,51,14,40,32,33,56080918.00,0,0,75,43777.11,7149,656.09,SIM,31170332.79,37000000.00,22623232.27
1399,20062012,39,43,60,57,34,56,65858258.00,2,19136470.53,648,5950.16,9834,560.11,NAO,0,20000000.00,23637890.60
1400,23062012,34,26,9,43,54,53,37429448.00,0,0,72,30435.06,6208,504.26,SIM,20699395.11,25000000.00,24214554.83
1401,27062012,12,11,54,33,48,25,41339942.00,1,25157779.26,233,10387.41,11965,288.96,NAO,0,2000000.00,24851466.86
1402,30062012,38,10,27,2,21,9,26330100.00,0,0,101,15262.45,7929,277.73,SIM,2839619.38,6000000.00,25257126.79
1403,04072012,16,39,13,26,42,20,30848352.00,0,0,95,19010.85,6176,417.75,SIM,6166518.19,10000000.00,25732398.05
1404,07072012,7,32,31,51,27,8,38186236.00,0,0,88,25404.89,7470,427.54,SIM,22089242.39,27000000.00,26320721.89
1405,11072012,14,17,32,37,39,3,51310412.00,1,27622910.73,315,9536.48,15516,276.58,NAO,0,2500000.00,27111245.95
1406,14072012,7,10,38,17,24,57,29317880.00,0,0,134,12809.17,9133,268.48,SIM,3161842.16,6000000.00,27562937.71
1407,18072012,53,42,31,43,29,18,31321024.00,0,0,53,34598.18,3583,731.11,SIM,6539717.17,11000000.00,28045491.30
1408,21072012,43,39,20,19,24,4,39008398.00,0,0,118,19353.93,8075,404.02,SIM,10746651.56,16000000.00,28646481.94
1409,25072012,50,6,47,58,26,19,41611002.00,0,0,96,25376.40,6846,508.35,SIM,28288400.52,33000000.00,29287570.12
1410,28072012,54,29,18,42,40,50,57836634.00,0,0,70,48372.46,6917,699.32,SIM,34525901.60,42000000.00,30178641.72
1411,01082012,32,44,12,8,48,46,78679980.00,2,21505646.36,360,12795.43,21016,313.11,NAO,0,3000000.00,31390840.47
1412,04082012,6,8,37,24,45,41,30492424.00,1,3288513.09,103,17331.97,6893,369.98,NAO,0,2000000.00,31860628.06
1413,07082012,54,33,13,55,45,15,15152076.00,0,0,70,12672.64,3887,326.02,SIM,1634104.26,4000000.00,32094071.54
1414,09082012,44,49,57,37,21,46,25733096.00,0,0,36,41848.78,3349,642.64,SIM,18502377.63,22000000.00,32490533.60
1415,11082012,51,49,46,40,36,26,40685478.00,0,0,39,61075.63,3766,903.55,SIM,22890179.88,28000000.00,33117362.51
1416,15082012,49,3,19,35,22,24,50942620.00,2,14192091.49,206,14477.96,14457,294.71,NAO,0,2500000.00,33902220.11
1417,18082012,12,56,5,52,45,59,28704854.00,4,773932.30,83,20247.46,6383,376.11,NAO,0,2000000.00,34344467.15
1418,22082012,7,8,10,27,12,56,24524004.00,0,0,188,7637.07,11107,184.66,SIM,2644837.54,5600000.00,34722301.10
1419,25082012,52,21,48,58,30,17,30791774.00,0,0,56,32191.40,3828,672.75,SIM,17872769.48,22000000.00,35196700.69
1420,29082012,45,16,18,11,36,2,41256602.00,0,0,129,18723.93,9189,375.5,SIM,22322165.67,28000000.00,35832328.73
1421,01092012,31,39,59,19,53,44,49871110.00,1,27700609.77,142,20561.45,8046,518.39,NAO,0,2500000.00,36600677.91
1422,05092012,17,44,2,5,13,39,24685402.00,1,2662243.82,250,5780.87,12007,171.94,NAO,0,2000000.00,36980998.47
1423,08092012,43,8,21,27,3,25,20301558.00,3,729819.96,187,6355.96,8340,203.59,NAO,0,2000000.00,37293778.46
1424,12092012,60,38,29,3,7,15,23333070.00,0,0,83,16458.38,6625,294.56,SIM,13325277.46,17000000.00,37653264.05
1425,15092012,7,29,50,16,38,36,39029976.00,1,17534538.97,82,27866.19,6460,505.31,NAO,0,2000000.00,38254587.13
1426,19092012,24,44,6,15,18,30,22530210.00,0,0,67,19687.18,5957,316.32,SIM,2429813.06,5500000.00,38601703.29
1427,22092012,47,44,53,56,8,39,29080638.00,0,0,73,23322.46,4824,504.18,SIM,5566069.41,9000000.00,39049739.92
1428,26092012,15,55,37,34,19,7,30227772.00,1,8826040.59,204,8674.99,9777,258.58,NAO,0,2000000.00,39515450.10
1429,29092012,9,22,60,48,12,39,25455478.00,0,0,59,25259.36,4805,443.08,SIM,12664526.03,16000000.00,39907634.98
1430,03102012,19,2,30,46,22,52,39097864.00,0,0,87,26310.37,6685,489.15,SIM,16881109.04,22000000.00,40510004.01
1431,06102012,33,54,40,5,9,13,49552308.00,0,0,278,10435.48,17721,233.86,SIM,22225171.32,28000000.00,41273441.49
1432,10102012,16,24,25,45,59,42,52510170.00,0,0,124,24792.19,10268,427.71,SIM,27888229.83,35000000.00,42082449.86
1433,13102012,14,46,40,13,4,52,55794726.00,1,33905517.49,124,26342.96,9358,498.66,NAO,0,2000000.00,42942062.39
1434,17102012,3,34,58,22,18,55,25079638.00,2,1352380.47,116,12657.75,6335,331.1,NAO,0,19000000.00,43328456.82
1435,20102012,45,47,50,52,15,4,41564024.00,0,0,93,26165.43,6915,502.71,SIM,19534166.50,25000000.00,43968821.22
1436,24102012,1,23,13,30,24,57,46027556.00,0,0,127,21218.15,9275,415.04,SIM,24498095.24,30000000.00,44677953.92
1437,27102012,48,37,26,22,38,23,60881314.00,0,0,107,33311.44,8856,574.96,SIM,31063955.59,38000000.00,45615933.98
1438,31102012,49,7,33,31,36,14,68771562.00,2,19240377.33,712,5654.86,19524,294.6,NAO,0,2500000.00,46675476.71
1439,03112012,35,55,2,43,34,42,24893922.00,0,0,45,32387.25,3961,525.63,SIM,19099165.19,25000000.00,47059009.86
1440,07112012,6,28,56,2,36,51,49203458.00,1,24405605.10,148,19463.78,11068,371.81,NAO,0,2000000.00,47817072.71
1441,10112012,56,29,53,36,38,17,29497406.00,0,0,66,26165.75,5471,450.93,SIM,3181203.48,6700000.00,48271530.35
1442,14112012,12,20,13,49,34,30,34432308.00,0,0,80,25198.19,6274,459,SIM,6894620.79,11000000.00,48802018.55
1443,17112012,52,32,12,54,20,48,35945462.00,0,0,72,29228.38,5984,502.39,SIM,10771227.06,15000000.00,49355819.46
1444,21112012,2,5,55,28,27,48,38922186.00,0,0,175,13021.24,11165,291.56,SIM,27713340.32,32000000.00,49955481.87
1445,24112012,41,32,19,58,5,49,57211388.00,1,33883410.57,133,25183.96,10497,455.83,NAO,0,2500000.00,50836920.50
1446,28112012,13,32,6,51,40,24,24470254.00,1,2639040.77,87,16466.92,5521,370.69,NAO,0,2500000.00,51213926.34
1447,01122012,1,41,28,33,39,19,27911454.00,0,0,51,32040.96,4339,538,SIM,3010163.50,6000000.00,51643949.71
1448,05122012,25,29,36,1,56,60,31044854.00,0,0,83,21898.01,6212,417.97,SIM,6358254.43,10000000.00,52122248.43
1449,08122012,2,18,30,56,52,6,36690336.00,0,0,116,18517.69,8481,361.82,SIM,22336184.15,27000000.00,52687525.39
1450,12122012,27,45,44,26,38,31,46428132.00,0,0,88,30888.14,7146,543.39,SIM,27343313.77,33000000.00,53402829.63
1451,15122012,57,10,33,2,11,52,53760158.00,0,0,164,19191.54,12868,349.41,SIM,33141179.59,40000000.00,54231096.19
1452,18122012,50,57,58,28,2,14,37411840.00,0,0,60,36504.89,5878,532.32,SIM,37175930.17,41000000.00,54807489.15
1453,20122012,47,32,25,57,6,13,51704394.00,0,0,282,10734.25,14237,303.74,SIM,42752088.24,48000000.00,55604083.17
1454,22122012,27,52,41,29,4,48,58744064.00,0,0,144,23883.32,11007,446.36,SIM,122411671.25,230000000.00,122411671.25
1455,31122012,33,14,52,36,32,41,640548924.00,3,81594699.72,1368,27413.18,113258,473.01,NAO,0,2500000.00,0
1456,02012013,36,6,40,14,8,26,12180490.00,0,0,24,29713.02,2685,379.41,SIM,1313627.95,3500000.00,187661.16
1457,05012013,34,16,46,15,42,59,30743352.00,0,0,96,18748.79,6867,374.43,SIM,4629202.83,7500000.00,661314.73
1458,09012013,2,16,4,44,33,51,35151968.00,0,0,134,15358.12,9515,308.98,SIM,8420233.24,13000000.00,1202890.51
